# SKU Power Limit Table (unit is 0.5 dBm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# 2.4G Channel,CCK,,,,OFDM,,,,,,,,BW20 (HT/VHT),,,,,,,,,,,,BW40 (HT/VHT),,,,,,,,,,,,,BW80 (HT/VHT),,,,,,,,,,,,BW160 (HT/VHT),,,,,,,,,,,,RU26,,,,,,,,,,,,RU52,,,,,,,,,,,,RU106,,,,,,,,,,,,RU242,,,,,,,,,,,,RU484,,,,,,,,,,,,RU996,,,,,,,,,,,,RU996X2,,,,,,,,,,,
Band: 2.4G,CCK_1M,CCK_2M,CCK_5.5M,CCK_11M,OFDM_6M,OFDM_9M,OFDM_12M,OFDM_18M,OFDM_24M,OFDM36M,OFDM_48M,OFDM_54M,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,HT40_MCS32,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11
Ch177,11.5,19.5,10.5,10.5,13,10,16,17,18.5,17.5,19.5,15.5,14,10,19.5,15,15.5,11,15,19.5,10.5,11,21,20,17,19,17.5,12.5,19,16.5,17,11.5,19,17,21,20,19,17,16,17,12.5,14.5,12,16,14.5,11,18,21,20,10,13,18,18.5,19,12,14.5,19.5,19.5,13.5,21,20,14,17.5,17,10,11,11,13.5,11,14,16.5,11.5,19,11,10.5,13.5,13,18,15.5,19.5,16,12.5,10.5,18.5,11.5,12.5,15,18.5,14,19.5,16,15,13,12,12.5,11,17,15,10,16.5,17.5,10,17,12,11,19,15.5,12,10.5,15.5,11,12,13,13.5,11.5,16.5,12,13.5,17.5,16,14,12.5,17,16.5,13.5,17,15.5,16.5,10,19,15.5,12,11.5,13.5,15,14,18,16.5,16.5,10.5,18,18,16.5,17,10
Ch181,18.5,14,16.5,17,18,15,18.5,16.5,16,15,10,19,10,13,11,19,13,18,14,12,14.5,15.5,21,20,10,13,14.5,17.5,19,15.5,16.5,10.5,18.5,14.5,21,20,11.5,19.5,15,12,17.5,11,15.5,15,18.5,11.5,18.5,21,20,19,10.5,15,18.5,12,17,14.5,14.5,11.5,13,21,20,18,12,10.5,11.5,19.5,14,10.5,18,19,15,12,16.5,19,12,14.5,18.5,15,11.5,14.5,17.5,11.5,16.5,19.5,15,15.5,16.5,13,19,16,14.5,10.5,15,11,14,15,10,15,16,13.5,16.5,19,12,15,15.5,12.5,11,10,10.5,17,19,18.5,12,16.5,17.5,16.5,15.5,11,14,10.5,15.5,19,14.5,17,14,13,11.5,18.5,19.5,17,18.5,11,18,18,11.5,10.5,12,12.5,12.5,10,17.5,16.5,12,12,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# 6G Channel,CCK,,,,OFDM,,,,,,,,BW20 (HT/VHT),,,,,,,,,,,,BW40 (HT/VHT),,,,,,,,,,,,,BW80 (HT/VHT),,,,,,,,,,,,BW160 (HT/VHT),,,,,,,,,,,,RU26,,,,,,,,,,,,RU52,,,,,,,,,,,,RU106,,,,,,,,,,,,RU242,,,,,,,,,,,,RU484,,,,,,,,,,,,RU996,,,,,,,,,,,,RU996X2,,,,,,,,,,,
Band: 6G,CCK_1M,CCK_2M,CCK_5.5M,CCK_11M,OFDM_6M,OFDM_9M,OFDM_12M,OFDM_18M,OFDM_24M,OFDM36M,OFDM_48M,OFDM_54M,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,HT40_MCS32,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11
Ch1,11,13,12,15,12,13,14,16,18,11,12,11,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,11,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,11,12,13,14,15,16,17,18,19,12,15,13,13,15,12,19,18,17,16,15,14,13,12,11,10,11,12,15,18,11,16,17,11,12,13,14
Ch5,13,14,17,11,11,15,12,19,10,8,15,18,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,8,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,10,14,11,18,16,9,14,17,13,11,18,13,13,18,11,13,17,14,9,16,18,11,14,10,15,16,11,18,12,13,17,11,18,12,13,19
Ch9,9,15,18,13,18,12,13,15,16,17,11,10,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,17,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,17,11,14,14,15,16,11,13,14,16,17,18,18,17,16,14,13,11,16,15,14,14,11,17,11,18,11,13,12,11,15,11,13,15,16,14
Ch13,8,9,10,11,12,13,14,16,18,11,12,11,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,11,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,11,12,13,14,15,16,17,18,19,12,15,13,13,15,12,19,18,17,16,15,14,13,12,11,10,11,12,15,18,11,16,17,11,12,13,14
Ch17,13,12,11,15,11,15,12,19,10,8,15,18,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,8,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,10,14,11,18,16,9,14,17,13,11,18,13,13,18,11,13,17,14,9,16,18,11,14,10,15,16,11,18,12,13,17,11,18,12,13,19
Ch21,11,13,12,15,18,12,13,15,16,17,11,10,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,17,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,17,11,14,14,15,16,11,13,14,16,17,18,18,17,16,14,13,11,16,15,14,14,11,17,11,18,11,13,12,11,15,11,13,15,16,14
Ch25,13,14,17,11,12,13,14,16,18,11,12,11,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,11,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,11,12,13,14,15,16,17,18,19,12,15,13,13,15,12,19,18,17,16,15,14,13,12,11,10,11,12,15,18,11,16,17,11,12,13,14
Ch29,9,15,18,13,11,15,12,19,10,8,15,18,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,8,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,10,14,11,18,16,9,14,17,13,11,18,13,13,18,11,13,17,14,9,16,18,11,14,10,15,16,11,18,12,13,17,11,18,12,13,19
Ch33,8,9,10,11,18,12,13,15,16,17,11,10,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,17,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,17,11,14,14,15,16,11,13,14,16,17,18,18,17,16,14,13,11,16,15,14,14,11,17,11,18,11,13,12,11,15,11,13,15,16,14
Ch37,13,12,11,15,12,13,14,16,18,11,12,11,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,11,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,11,12,13,14,15,16,17,18,19,12,15,13,13,15,12,19,18,17,16,15,14,13,12,11,10,11,12,15,18,11,16,17,11,12,13,14
Ch41,11,13,12,15,11,15,12,19,10,8,15,18,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,8,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,10,14,11,18,16,9,14,17,13,11,18,13,13,18,11,13,17,14,9,16,18,11,14,10,15,16,11,18,12,13,17,11,18,12,13,19
Ch45,13,14,17,11,18,12,13,15,16,17,11,10,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,17,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,17,11,14,14,15,16,11,13,14,16,17,18,18,17,16,14,13,11,16,15,14,14,11,17,11,18,11,13,12,11,15,11,13,15,16,14
Ch49,9,15,18,13,12,13,14,16,18,11,12,11,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,11,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,11,12,13,14,15,16,17,18,19,12,15,13,13,15,12,19,18,17,16,15,14,13,12,11,10,11,12,15,18,11,16,17,11,12,13,14
Ch53,8,9,10,11,11,15,12,19,10,8,15,18,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,8,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,10,14,11,18,16,9,14,17,13,11,18,13,13,18,11,13,17,14,9,16,18,11,14,10,15,16,11,18,12,13,17,11,18,12,13,19
Ch57,13,12,11,15,18,12,13,15,16,17,11,10,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,17,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,17,11,14,14,15,16,11,13,14,16,17,18,18,17,16,14,13,11,16,15,14,14,11,17,11,18,11,13,12,11,15,11,13,15,16,14
Ch61,11,13,12,15,12,13,14,16,18,11,12,11,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,11,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,11,12,13,14,15,16,17,18,19,12,15,13,13,15,12,19,18,17,16,15,14,13,12,11,10,11,12,15,18,11,16,17,11,12,13,14
Ch65,13,14,17,11,11,15,12,19,10,8,15,18,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,8,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,10,14,11,18,16,9,14,17,13,11,18,13,13,18,11,13,17,14,9,16,18,11,14,10,15,16,11,18,12,13,17,11,18,12,13,19
Ch69,9,15,18,13,18,12,13,15,16,17,11,10,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,17,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,17,11,14,14,15,16,11,13,14,16,17,18,18,17,16,14,13,11,16,15,14,14,11,17,11,18,11,13,12,11,15,11,13,15,16,14
Ch73,8,9,10,11,12,13,14,16,18,11,12,11,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,11,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,11,12,13,14,15,16,17,18,19,12,15,13,13,15,12,19,18,17,16,15,14,13,12,11,10,11,12,15,18,11,16,17,11,12,13,14
Ch77,13,12,11,15,11,15,12,19,10,8,15,18,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,8,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,10,14,11,18,16,9,14,17,13,11,18,13,13,18,11,13,17,14,9,16,18,11,14,10,15,16,11,18,12,13,17,11,18,12,13,19
Ch81,11,13,12,15,18,12,13,15,16,17,11,10,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,17,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,17,11,14,14,15,16,11,13,14,16,17,18,18,17,16,14,13,11,16,15,14,14,11,17,11,18,11,13,12,11,15,11,13,15,16,14
Ch85,13,14,17,11,12,13,14,16,18,11,12,11,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,11,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,11,12,13,14,15,16,17,18,19,12,15,13,13,15,12,19,18,17,16,15,14,13,12,11,10,11,12,15,18,11,16,17,11,12,13,14
Ch89,9,15,18,13,11,15,12,19,10,8,15,18,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,8,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,10,14,11,18,16,9,14,17,13,11,18,13,13,18,11,13,17,14,9,16,18,11,14,10,15,16,11,18,12,13,17,11,18,12,13,19
Ch93,8,9,10,11,18,12,13,15,16,17,11,10,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,17,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,17,11,14,14,15,16,11,13,14,16,17,18,18,17,16,14,13,11,16,15,14,14,11,17,11,18,11,13,12,11,15,11,13,15,16,14
Ch97,13,12,11,15,12,13,14,16,18,11,12,11,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,11,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,11,12,13,14,15,16,17,18,19,12,15,13,13,15,12,19,18,17,16,15,14,13,12,11,10,11,12,15,18,11,16,17,11,12,13,14
Ch101,11,13,12,15,11,15,12,19,10,8,15,18,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,8,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,10,14,11,18,16,9,14,17,13,11,18,13,13,18,11,13,17,14,9,16,18,11,14,10,15,16,11,18,12,13,17,11,18,12,13,19
Ch105,13,14,17,11,18,12,13,15,16,17,11,10,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,17,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,17,11,14,14,15,16,11,13,14,16,17,18,18,17,16,14,13,11,16,15,14,14,11,17,11,18,11,13,12,11,15,11,13,15,16,14
Ch109,9,15,18,13,12,13,14,16,18,11,12,11,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,11,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,11,12,13,14,15,16,17,18,19,12,15,13,13,15,12,19,18,17,16,15,14,13,12,11,10,11,12,15,18,11,16,17,11,12,13,14
Ch113,8,9,10,11,11,15,12,19,10,8,15,18,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,8,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,10,14,11,18,16,9,14,17,13,11,18,13,13,18,11,13,17,14,9,16,18,11,14,10,15,16,11,18,12,13,17,11,18,12,13,19
Ch117,13,12,11,15,18,12,13,15,16,17,11,10,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,17,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,17,11,14,14,15,16,11,13,14,16,17,18,18,17,16,14,13,11,16,15,14,14,11,17,11,18,11,13,12,11,15,11,13,15,16,14
Ch121,11,13,12,15,12,13,14,16,18,11,12,11,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,11,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,11,12,13,14,15,16,17,18,19,12,15,13,13,15,12,19,18,17,16,15,14,13,12,11,10,11,12,15,18,11,16,17,11,12,13,14
Ch125,13,14,17,11,11,15,12,19,10,8,15,18,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,8,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,10,14,11,18,16,9,14,17,13,11,18,13,13,18,11,13,17,14,9,16,18,11,14,10,15,16,11,18,12,13,17,11,18,12,13,19
Ch129,9,15,18,13,18,12,13,15,16,17,11,10,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,17,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,17,11,14,14,15,16,11,13,14,16,17,18,18,17,16,14,13,11,16,15,14,14,11,17,11,18,11,13,12,11,15,11,13,15,16,14
Ch133,8,9,10,11,12,13,14,16,18,11,12,11,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,11,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,11,12,13,14,15,16,17,18,19,12,15,13,13,15,12,19,18,17,16,15,14,13,12,11,10,11,12,15,18,11,16,17,11,12,13,14
Ch137,13,12,11,15,11,15,12,19,10,8,15,18,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,8,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,10,14,11,18,16,9,14,17,13,11,18,13,13,18,11,13,17,14,9,16,18,11,14,10,15,16,11,18,12,13,17,11,18,12,13,19
Ch141,11,13,12,15,18,12,13,15,16,17,11,10,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,17,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,17,11,14,14,15,16,11,13,14,16,17,18,18,17,16,14,13,11,16,15,14,14,11,17,11,18,11,13,12,11,15,11,13,15,16,14
Ch145,13,14,17,11,12,13,14,16,18,11,12,11,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,11,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,11,12,13,14,15,16,17,18,19,12,15,13,13,15,12,19,18,17,16,15,14,13,12,11,10,11,12,15,18,11,16,17,11,12,13,14
Ch149,9,15,18,13,11,15,12,19,10,8,15,18,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,8,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,10,14,11,18,16,9,14,17,13,11,18,13,13,18,11,13,17,14,9,16,18,11,14,10,15,16,11,18,12,13,17,11,18,12,13,19
